100001_irnt,Food weight
100001_irnt,Food weight
100001_irnt,Food weight
100001_raw,Food weight
100001_raw,Food weight
100001_raw,Food weight
100002_irnt,Energy
100002_irnt,Energy
100002_irnt,Energy
100002_raw,Energy
100002_raw,Energy
100002_raw,Energy
100003_irnt,Protein
100003_irnt,Protein
100003_irnt,Protein
100003_raw,Protein
100003_raw,Protein
100003_raw,Protein
100004_irnt,Fat
100004_irnt,Fat
100004_irnt,Fat
100004_raw,Fat
100004_raw,Fat
100004_raw,Fat
100005_irnt,Carbohydrate
100005_irnt,Carbohydrate
100005_irnt,Carbohydrate
100005_raw,Carbohydrate
100005_raw,Carbohydrate
100005_raw,Carbohydrate
100006_irnt,Saturated fat
100006_irnt,Saturated fat
100006_irnt,Saturated fat
100006_raw,Saturated fat
100006_raw,Saturated fat
100006_raw,Saturated fat
100007_irnt,Polyunsaturated fat
100007_irnt,Polyunsaturated fat
100007_irnt,Polyunsaturated fat
100007_raw,Polyunsaturated fat
100007_raw,Polyunsaturated fat
100007_raw,Polyunsaturated fat
100008_irnt,Total sugars
100008_irnt,Total sugars
100008_irnt,Total sugars
100008_raw,Total sugars
100008_raw,Total sugars
100008_raw,Total sugars
100009_irnt,Englyst dietary fibre
100009_irnt,Englyst dietary fibre
100009_irnt,Englyst dietary fibre
100009_raw,Englyst dietary fibre
100009_raw,Englyst dietary fibre
100009_raw,Englyst dietary fibre
100010,Portion size
100010,Portion size
100011_irnt,Iron
100011_irnt,Iron
100011_irnt,Iron
100011_raw,Iron
100011_raw,Iron
100011_raw,Iron
100012_irnt,Vitamin B6
100012_irnt,Vitamin B6
100012_irnt,Vitamin B6
100012_raw,Vitamin B6
100012_raw,Vitamin B6
100012_raw,Vitamin B6
100013_irnt,Vitamin B12
100013_irnt,Vitamin B12
100013_irnt,Vitamin B12
100013_raw,Vitamin B12
100013_raw,Vitamin B12
100013_raw,Vitamin B12
100014_irnt,Folate
100014_irnt,Folate
100014_irnt,Folate
100014_raw,Folate
100014_raw,Folate
100014_raw,Folate
100015_irnt,Vitamin C
100015_irnt,Vitamin C
100015_irnt,Vitamin C
100015_raw,Vitamin C
100015_raw,Vitamin C
100015_raw,Vitamin C
100016_irnt,Potassium
100016_irnt,Potassium
100016_irnt,Potassium
100016_raw,Potassium
100016_raw,Potassium
100016_raw,Potassium
100017_irnt,Magnesium
100017_irnt,Magnesium
100017_irnt,Magnesium
100017_raw,Magnesium
100017_raw,Magnesium
100017_raw,Magnesium
100018_irnt,Retinol
100018_irnt,Retinol
100018_irnt,Retinol
100018_raw,Retinol
100018_raw,Retinol
100018_raw,Retinol
100019_irnt,Carotene
100019_irnt,Carotene
100019_irnt,Carotene
100019_raw,Carotene
100019_raw,Carotene
100019_raw,Carotene
100021_irnt,Vitamin D
100021_irnt,Vitamin D
100021_irnt,Vitamin D
100021_raw,Vitamin D
100021_raw,Vitamin D
100021_raw,Vitamin D
100022,Alcohol
100022,Alcohol
100022,Alcohol
100023_irnt,Starch
100023_irnt,Starch
100023_irnt,Starch
100023_raw,Starch
100023_raw,Starch
100023_raw,Starch
100024_irnt,Calcium
100024_irnt,Calcium
100024_irnt,Calcium
100024_raw,Calcium
100024_raw,Calcium
100024_raw,Calcium
100025_irnt,Vitamin E
100025_irnt,Vitamin E
100025_irnt,Vitamin E
100025_raw,Vitamin E
100025_raw,Vitamin E
100025_raw,Vitamin E
1001,Duration of strenuous sports
1001,Duration of strenuous sports
1001,Duration of strenuous sports
100150,Drinking water intake
100150,Drinking water intake
100150,Drinking water intake
100160,Low calorie drink intake
100160,Low calorie drink intake
100160,Low calorie drink intake
100170,Fizzy drink intake
100170,Fizzy drink intake
100170,Fizzy drink intake
100190,Orange juice intake
100190,Orange juice intake
100190,Orange juice intake
100240,Coffee consumed
100240,Coffee consumed
100240,Coffee consumed
100250,Instant coffee intake
100250,Instant coffee intake
100250,Instant coffee intake
100260,Added milk to instant coffee
100260,Added milk to instant coffee
100260,Added milk to instant coffee
100270,Filtered coffee intake
100270,Filtered coffee intake
100270,Filtered coffee intake
100280,Added milk to filtered coffee
100280,Added milk to filtered coffee
100280,Added milk to filtered coffee
100360,Decaffeinated coffee
100360,Decaffeinated coffee
100360,Decaffeinated coffee
100370,Intake of sugar added to coffee
100370,Intake of sugar added to coffee
100370,Intake of sugar added to coffee
100390,Tea consumed
100390,Tea consumed
100390,Tea consumed
100400,Standard tea intake
100400,Standard tea intake
100400,Standard tea intake
100460,Added milk to standard tea
100460,Added milk to standard tea
100460,Added milk to standard tea
100520,Milk intake
100520,Milk intake
100520,Milk intake
100580,Alcohol consumed
100580,Alcohol consumed
100580,Alcohol consumed
100590,Red wine intake
100590,Red wine intake
100590,Red wine intake
100630,Rose wine intake
100630,Rose wine intake
100630,Rose wine intake
100670,White wine intake
100670,White wine intake
100670,White wine intake
100710,Beer/cider intake
100710,Beer/cider intake
100710,Beer/cider intake
100720,Fortified wine intake
100720,Fortified wine intake
100720,Fortified wine intake
100730,Spirits intake
100730,Spirits intake
100730,Spirits intake
100760,Breakfast cereal consumed
100760,Breakfast cereal consumed
100760,Breakfast cereal consumed
100890,Milk added to cereal
100890,Milk added to cereal
100890,Milk added to cereal
100920_0,Type milk consumed: did not have milk
100920_0,Type milk consumed: did not have milk
100920_0,Type milk consumed: did not have milk
100920_2102,Type milk consumed: semiskimmed
100920_2102,Type milk consumed: semiskimmed
100920_2102,Type milk consumed: semiskimmed
100920_2103,Type milk consumed: skimmed
100920_2103,Type milk consumed: skimmed
100920_2103,Type milk consumed: skimmed
100920_2104,Type milk consumed: wholemilk
100920_2104,Type milk consumed: wholemilk
100920_2104,Type milk consumed: wholemilk
100920_2105,Type milk consumed: soya with calcium
100920_2105,Type milk consumed: soya with calcium
100920_2105,Type milk consumed: soya with calcium
100920_2106,Type milk consumed: soya without calcium
100920_2106,Type milk consumed: soya without calcium
100920_2106,Type milk consumed: soya without calcium
100920_2107,Type milk consumed: goat/sheep milk
100920_2107,Type milk consumed: goat/sheep milk
100920_2107,Type milk consumed: goat/sheep milk
100920_2108,Type milk consumed: rice/oat/vegetable milk
100920_2108,Type milk consumed: rice/oat/vegetable milk
100920_2109,Type milk consumed: powdered milk
100920_2109,Type milk consumed: powdered milk
100920_2109,Type milk consumed: powdered milk
100920_2110,Type milk consumed: cholesterol lowering milk
100920_2199,Type milk consumed: other type of milk
100920_2199,Type milk consumed: other type of milk
100940,Bread consumed
100940,Bread consumed
100940,Bread consumed
1011,Frequency of light DIY in last 4 weeks
1011,Frequency of light DIY in last 4 weeks
1011,Frequency of light DIY in last 4 weeks
102_irnt,"Pulse rate, automated reading"
102_irnt,"Pulse rate, automated reading"
102_irnt,"Pulse rate, automated reading"
102_raw,"Pulse rate, automated reading"
102_raw,"Pulse rate, automated reading"
102_raw,"Pulse rate, automated reading"
102080,Yogurt/ice-cream consumers
102080,Yogurt/ice-cream consumers
102080,Yogurt/ice-cream consumers
1021,Duration of light DIY
1021,Duration of light DIY
1021,Duration of light DIY
102130,Dessert consumers
102130,Dessert consumers
102130,Dessert consumers
102190,Cake intake
102190,Cake intake
102190,Cake intake
102250,Sweet snack consumers
102250,Sweet snack consumers
102250,Sweet snack consumers
102280,Milk chocolate intake
102280,Milk chocolate intake
102280,Milk chocolate intake
102290,Dark chocolate intake
102290,Dark chocolate intake
102290,Dark chocolate intake
102330,Sweets intake
102330,Sweets intake
102330,Sweets intake
102360,Sweet biscuits intake
102360,Sweet biscuits intake
102360,Sweet biscuits intake
102400,Savoury snack consumers
102400,Savoury snack consumers
102400,Savoury snack consumers
102440,Unsalted nuts intake
102440,Unsalted nuts intake
102440,Unsalted nuts intake
102460,Crisp intake
102460,Crisp intake
102460,Crisp intake
102700,Starchy food consumers
102700,Starchy food consumers
102700,Starchy food consumers
102800,Cheese consumers
102800,Cheese consumers
102800,Cheese consumers
102820,Hard cheese intake
102820,Hard cheese intake
102820,Hard cheese intake
102830,Soft cheese intake
102830,Soft cheese intake
102830,Soft cheese intake
102840,Blue cheese intake
102840,Blue cheese intake
102840,Blue cheese intake
102930,Egg consumers
102930,Egg consumers
102930,Egg consumers
103000,Meat consumers
103000,Meat consumers
103000,Meat consumers
103020,Beef intake
103020,Beef intake
103020,Beef intake
103060,Poultry intake
103060,Poultry intake
103060,Poultry intake
103070,Bacon intake
103070,Bacon intake
103070,Bacon intake
1031,Frequency of friend/family visits
1031,Frequency of friend/family visits
1031,Frequency of friend/family visits
103120,Fat removed from meat
103120,Fat removed from meat
103120,Fat removed from meat
103130,Skin removed from poultry
103130,Skin removed from poultry
103140,Fish consumer
103140,Fish consumer
103140,Fish consumer
103250,Vegetarian alternatives intake
103250,Vegetarian alternatives intake
103250,Vegetarian alternatives intake
103990,Vegetable consumers
103990,Vegetable consumers
103990,Vegetable consumers
104020,Fried potatoes intake
104020,Fried potatoes intake
104020,Fried potatoes intake
104090,Side salad intake
104090,Side salad intake
104090,Side salad intake
104170,Carrot intake
104170,Carrot intake
104170,Carrot intake
104210,Cucumber intake
104210,Cucumber intake
104210,Cucumber intake
104240,Lettuce intake
104240,Lettuce intake
104240,Lettuce intake
104290,Sweet pepper intake
104290,Sweet pepper intake
104290,Sweet pepper intake
104340,Fresh tomato intake
104340,Fresh tomato intake
104340,Fresh tomato intake
104400,Fruit consumers
104400,Fruit consumers
104400,Fruit consumers
104450,Apple intake
104450,Apple intake
104450,Apple intake
104460,Banana intake
104460,Banana intake
104460,Banana intake
104530,Orange intake
104530,Orange intake
104530,Orange intake
104670,Vitamin supplement user
104670,Vitamin supplement user
104670,Vitamin supplement user
104900,Time spent doing vigorous physical activity
104900,Time spent doing vigorous physical activity
104900,Time spent doing vigorous physical activity
104910,Time spent doing moderate physical activity
104910,Time spent doing moderate physical activity
104910,Time spent doing moderate physical activity
104920,Time spent doing light physical activity
104920,Time spent doing light physical activity
104920,Time spent doing light physical activity
1050,Time spend outdoors in summer
1050,Time spend outdoors in summer
1050,Time spend outdoors in summer
1060,Time spent outdoors in winter
1060,Time spent outdoors in winter
1060,Time spent outdoors in winter
1070,Time spent watching television (TV)
1070,Time spent watching television (TV)
1070,Time spent watching television (TV)
1080,Time spent using computer
1080,Time spent using computer
1080,Time spent using computer
1090,Time spent driving
1090,Time spent driving
1090,Time spent driving
1100,Drive faster than motorway speed limit
1100,Drive faster than motorway speed limit
1100,Drive faster than motorway speed limit
110001,"Invitation to complete online 24-hour recall dietary questionnaire, acceptance"
110001,"Invitation to complete online 24-hour recall dietary questionnaire, acceptance"
110001,"Invitation to complete online 24-hour recall dietary questionnaire, acceptance"
1110,Length of mobile phone use
1110,Length of mobile phone use
1110,Length of mobile phone use
1120,Weekly usage of mobile phone in last 3 months
1120,Weekly usage of mobile phone in last 3 months
1120,Weekly usage of mobile phone in last 3 months
1130,Hands-free device/speakerphone use with mobile phone in last 3 month
1130,Hands-free device/speakerphone use with mobile phone in last 3 month
